key,zh-cn,zh-tw,en,ja
login.apply_open_repetition,您已提交过申请，请勿重复提交,您已提交過申請，請勿重複提交,"You have already submitted an application, please do not submit it again",申請がすでに提出されています。繰り返し提出しないでください
login.back_to_login,返回登录,返回登錄,Back to Login,ログインに戻る
login.bind_mobile_login,绑定手机号,綁定手機號,Bind Mobile Number,携帯電話番号を紐付ける
login.complete_registration_and_login,完成注册并登录,完成註冊並登錄,Complete Registration and Login,登録完了してログイン
login.confirm_password,重复新密码,重複新密碼,Confirm New Password,新パスワードを確認
login.confirm_password_placeholder,请再次输入新密码,請再次輸入新密碼,Please enter new password again,新パスワードを再入力してください
login.contact_name,联系人,聯繫人,Contact person,連絡先
login.contact_name_placeholder,请输入联系人,請輸入聯繫人,Please enter contact person,連絡先を入力してください
login.direct_login,直接登录,直接登錄,Direct Login,直接ログイン
login.email_exists,该邮箱已注册，请使用该账号登录。,該郵箱已註冊，請使用該賬號登錄。,This email has been registered. Please use this account to log in.,このメールアドレスはすでに登録されています。このアカウントでログインしてください。
login.email_no_exists,该邮箱未注册，请先注册。,該郵箱未註冊，請先註冊。,This email is not registered. Please register first.,このメールアドレスは登録されていません。先に登録してください。
login.email_placeholder,请输入您的邮箱,請輸入您的郵箱,Please enter your email,メールアドレスを入力してください
login.email_validate,邮箱验证,郵箱驗證,Email verification,メールアドレスを検証
login.enterprise_info,企业信息,企業信息,Enterprise Information,企業情報
login.forget_password,忘记密码？,忘記密碼？,Forget Password?,パスワードを忘れた？
login.google_login,谷歌登录,谷歌登錄,Google Login,Googleログイン
login.google_login_v2,使用谷歌登录,使用谷歌登錄,Login with Google,Googleログイン
login.has_account,已有账号，,已有賬號，,"Already have an account,",既にアカウントを持っています
login.immediate_login,立即登录,立即登入,Immediate Login,直ちにログイン
login.link_empty_tip,请输入链接,請輸入鏈接,Please enter a link,リンクを入力してください
login.login_by_wechat,请使用微信扫码登录,請使用微信掃碼登入,Please use WeChat to scan the code for login,微信でQRコードをスキャンしてログインしてください
login.mobile_exists,该手机号已注册，请使用该账号登录。,該手機號已註冊，請使用該賬號登錄。,This mobile number has been registered. Please use this account to log in.,この携帯電話番号はすでに登録されています。このアカウントでログインしてください。
login.mobile_login,手机验证码登录,手機驗證碼登錄,Login with SMS verification code,携帯電話番号ログイン
login.mobile_login_v2,使用手机验证码登录,使用手機驗證碼登錄,Login with SMS verification code,携帯電話番号ログイン
login.mobile_no_exists,该手机号未注册，请先注册。,該手機號未註冊，請先註冊。,This mobile number is not registered. Please register first.,この携帯電話番号は登録されていません。先に登録してください。
login.mobile_placeholder,请输入您的手机号,請輸入您的手機號,Please enter your phone number,携帯電話番号を入力してください
login.mobile_validate,手机验证,手機驗證,Mobile verification,携帯電話番号を検証
login.modify_password,修改密码,修改密碼,Modify Password,パスワードを変更
login.new_password,新密码,新密碼,New Password,新パスワード
login.new_password_placeholder,请输入新密码,請輸入新密碼,Please enter new password,新パスワードを入力してください
login.new_user_tip,你的初始密码是“{password}”，请及时修改,"你的初始密碼是""{password}""，請及時修改","Your initial password is “{password}”, please modify it in time","初期パスワードは""{password}""です。すぐに変更してください"
login.password_format,密码必须包含大小写字母和数字,密碼必須包含大小寫字母和數字,Password must contain uppercase and lowercase letters and numbers,パスワードは大文字と小文字の英字と数字を含める必要があります
login.password_length,密码长度需在 8-20 个字符之间，可以是字母、数字、符号组合,密碼長度需在 8-20 個字元之間，可以是字母、數字、符號組合,"Password length must be between 8-20 characters and can include letters, numbers, and symbols",パスワードの長さは8～20文字で、英字、数字、記号の組み合わせが可能です
login.password_length_v2,密码长度需在 8-20 个字符之间,密碼長度需在 8-20 個字元之間,Password length must be between 8-20 characters,パスワードの長さは8～20文字で
login.password_login,密码登录,密碼登錄,Password Login,パスワードログイン
login.password_login_v2,使用密码登录,使用密碼登錄,Password Login,パスワードログイン
login.password_not_match,两次输入的密码不一致,兩次輸入的密碼不一致,The two passwords you entered do not match,2回入力したパスワードが一致しません
login.password_placeholder,请输入密码,請輸入密碼,Please enter your password,パスワードを入力してください
login.policy,隐私政策,隱私政策,Privacy Policy,プライバシーポリシー
login.privacy_policy,隐私协议,隱私政策,Privacy Policy,プライバシーポリシー
login.reset_password,重置密码,重置密碼,Reset Password,パスワードをリセット
login.select_enterprise,选择进入企业,選擇進入企業,Select To Enter The Enterprise,企業に進むを選択
login.select_register_way,选择注册账号的方式,選擇註冊帳號的方式,Select the way to register an account,アカウントを登録する方法を選択
login.select_reset_password_way,选择重置密码的方式,選擇重設密碼的方式,Choose a password reset method,パスワードをリセットする方法を選択
login.service_agreement,服务协议,服務協議,Service Agreement,サービス契約
login.unregistered_account_desc,未注册的账号验证后自动登录,未註冊的賬號驗證後自動登錄,Unregistered accounts automatically log in after verification,未登録のアカウントは、登録後自動ログインします
